location	product_ean	code	store_name
Europe/London	7703483694775	GB	High Wycombe
Asia/Kolkata	9408830414607	IN	Periyakulam
America/Chicago	9617572112065	US	Coralville
America/Panama	6855806319153	PA	Chilibre
America/New_York	5354448179855	US	Boston
Europe/Berlin	8359614025155	DE	Albstadt
Asia/Kolkata	6920589875445	IN	Sambalpur
Pacific/Port_Moresby	6326870871491	PG	Mount Hagen
America/Los_Angeles	3060808406579	US	Indio
Asia/Kolkata	2146639592382	IN	Teghra
America/New_York	4526695132964	US	Palm Valley
Asia/Kolkata	4841498647584	IN	Kheda
America/Chicago	1194012167062	US	Muskogee
America/Chicago	5621144652150	US	South Lawndale
Europe/Volgograd	8108581414918	RU	Mikhaylovka
America/Mexico_City	9597974752161	MX	Santa Rosa Jauregui
Asia/Tokyo	0561391467877	JP	Gero
Europe/Paris	4515963708789	FR	Marseille 11
Asia/Kolkata	0562925510618	IN	Calangute
America/Denver	6025214737782	US	Ken Caryl
Africa/Dar_es_Salaam	1726575195727	TZ	Magomeni
Asia/Shanghai	9600764291914	CN	Longgang
America/Chicago	6593500136934	US	Ada
Europe/Istanbul	6856370429002	TR	Serinhisar
Europe/London	9235672558318	GB	Rutherglen
Europe/London	2621580074540	GB	Barnet
Europe/Zagreb	3736889259051	HR	Split
Africa/Accra	0250266329265	GH	Bibiani
America/New_York	0460610049484	US	West Chester
America/Los_Angeles	3970005546834	US	Visitacion Valley
Asia/Almaty	9904132950091	KZ	Otegen Batyra
America/New_York	4962786522915	US	Norwalk
Africa/Abidjan	3041199660399	CI	Lakota
Europe/Paris	7435376686603	FR	Pamiers
Asia/Shanghai	1447917755460	CN	Taozhuang
Asia/Vladivostok	0106894759403	RU	Lesozavodsk
Australia/Perth	7365130512421	AU	Perth
America/Havana	5097401271790	CU	Boyeros
Asia/Seoul	1291549853069	KR	Nonsan
America/New_York	6169297914422	US	Boston
Asia/Jakarta	3150402312175	ID	Muncar
America/Argentina/Buenos_Aires	1260868541803	AR	Pontevedra
America/Argentina/Cordoba	2072561293281	AR	Rafaela
Africa/Lagos	0619932052768	NG	Nkpor
Asia/Riyadh	2376498800827	SA	Al Jubayl
Asia/Shanghai	1775462385734	CN	Haicheng
Asia/Kolkata	6206961325495	IN	Alwaye
Europe/Kiev	8834801098865	UA	Voznesensk
Europe/Berlin	5120944394074	DE	Reutlingen
Asia/Shanghai	9997419652467	CN	Foshan
Asia/Manila	9937988376807	PH	Cebu City
Asia/Manila	0065587567032	PH	Dipolog
Europe/London	2681603140348	GB	Viewpark
Europe/Berlin	8096603487067	DE	Memmingen
Europe/London	1486246179509	GB	Penzance
Asia/Kolkata	8244883984244	IN	Haldwani
Asia/Tokyo	1852953906088	JP	Nonoichi
Asia/Kolkata	7646625647492	IN	Saharsa
Africa/Tripoli	2735941759721	LY	Ghat
America/Chicago	6269643644185	US	Vestavia Hills
Europe/Zurich	2974668090124	CH	Onex
Europe/Istanbul	7115531220698	TR	Bergama
Europe/Moscow	4185307664431	RU	Severodvinsk
America/Mexico_City	0830046550722	MX	Santa Rosa Jauregui
Asia/Hebron	3132711890834	PS	East Jerusalem
Asia/Kolkata	7399639696450	IN	Gorakhpur
America/Recife	0048979777790	BR	Cabo
Asia/Kolkata	9109824036620	IN	Robertsonpet
Europe/Madrid	2115885212993	ES	Segundo Ensanche
Asia/Shanghai	8602263149186	CN	Ulanhot
Africa/Algiers	5898025246580	DZ	Bordj Zemoura
Europe/Paris	2168978180099	FR	Bar-le-Duc
Europe/Warsaw	5642436571416	PL	Jaworzno
Asia/Tokyo	1791424297402	JP	Inawashiro
America/New_York	2148647049414	US	Bon Air
America/Mexico_City	4269079820698	MX	Paracho de Verduzco
Asia/Aden	7498673602073	YE	Ataq
Africa/Algiers	4386213671180	DZ	Ksar Chellala
Australia/Sydney	3767744756705	AU	Strathfield
America/Chicago	1453637673151	US	Independence
Europe/Madrid	2817065142594	ES	Caravaca
Asia/Yekaterinburg	1398607757700	RU	Ozersk
Europe/Paris	9714660185694	FR	La Garenne-Colombes
Europe/Paris	8931869042585	FR	Vienne
America/Chicago	0224562257829	US	Copperas Cove
Europe/Rome	5977130067348	IT	Gorgonzola
Asia/Baku	1935913912340	AZ	Qazax
Europe/Moscow	0107367304731	RU	Kashira
Asia/Riyadh	7050848139977	SA	Al Jubayl
Europe/Kiev	5742519433997	UA	Shepetivka
Asia/Tashkent	8621136557859	UZ	Andijon
America/New_York	9229952750660	US	Port Richmond
Europe/Amsterdam	7661796103523	NL	Emmeloord
Asia/Kolkata	2944515028273	IN	Uran
Asia/Karachi	1061058477571	PK	Khairpur Mir’s
Australia/Melbourne	9739212756641	AU	Frankston South
Australia/Sydney	9992656742209	AU	Griffith
America/Cuiaba	5474734111939	BR	Nova Xavantina
Asia/Shanghai	4241061799045	CN	Nanpiao
America/Lima	9397998421551	PE	Yunguyo
Asia/Seoul	8590730420817	KR	Goyang-si
America/Porto_Velho	4195538877265	BR	Porto Velho
Europe/Istanbul	5176886723946	TR	Aksaray
Asia/Qyzylorda	9437810637095	KZ	Kyzylorda
Europe/Paris	2558502999011	FR	Colomiers
Asia/Tokyo	7901108314194	JP	Suzaka
America/Detroit	8913828950995	US	Waverly
America/Mazatlan	5397813426529	MX	Acaponeta
Europe/Rome	4076548632979	IT	Volla
Europe/Berlin	5523673440942	DE	Aschaffenburg
Asia/Kolkata	3267297732763	IN	Aistala
Europe/London	4123664381127	GB	Exeter
Europe/Moscow	7740983642431	RU	Tyoply Stan
Asia/Kolkata	9689383132099	IN	Dombivli
Pacific/Port_Moresby	9058634087301	PG	Mount Hagen
Asia/Manila	5270904758368	PH	Pilar
Asia/Manila	4890533901655	PH	Manaoag
Europe/Lisbon	5079170277913	PT	Custoias
Europe/Zurich	2599926834946	CH	Adliswil
Europe/Paris	6543352148203	FR	Bobigny
Europe/Berlin	6451936302876	DE	Aschaffenburg
Africa/Tunis	4521840651789	TN	El Alia
Europe/Berlin	7986779906039	DE	Marburg an der Lahn
Europe/Rome	2262048948647	IT	Ariccia
Asia/Yangon	0003025681759	MM	Dawei
Africa/Algiers	3945282739743	DZ	Thenia
Europe/Moscow	1152353340858	RU	Dyat’kovo
America/Chicago	5155288152561	US	Longview
Asia/Kolkata	0641848971093	IN	Kangayam
America/Bogota	9806781770757	CO	Socorro
Europe/Madrid	2499368155435	ES	Tudela
Africa/Lagos	3867199295849	NG	Shagamu
America/Los_Angeles	0234862182103	US	Pahrump
Asia/Tokyo	3899989751822	JP	Yao
Africa/Dar_es_Salaam	3608226245372	TZ	Mvomero
Asia/Jakarta	8871458571761	ID	Pekanbaru
Asia/Tokyo	8311345065428	JP	Ina
Asia/Kolkata	4064204793379	IN	Uran
Europe/Madrid	8773765971589	ES	Ferrol
Asia/Manila	2222094087547	PH	Calauan
Asia/Tokyo	7664805736408	JP	Minokamo
Europe/Paris	5613124793151	FR	Cavaillon
Asia/Damascus	5453847406767	SY	Binnish
Europe/Berlin	1312806470857	DE	Oberhausen
America/New_York	0386245321804	US	Fayetteville
America/Mexico_City	5060087437675	MX	Santa Rosa Jauregui
Europe/Paris	5854689703425	FR	Fontenay-aux-Roses
America/Chicago	8295697854209	US	Brentwood Estates
America/Toronto	4157999496102	CA	Sainte-Catherine
Asia/Makassar	9673670737920	ID	Majene
Australia/Perth	8986752121298	AU	Perth
America/Jamaica	7374606818509	JM	New Kingston
Europe/Berlin	8204152726166	DE	Aschaffenburg
Asia/Bangkok	9657043684660	TH	Thap Than
America/Los_Angeles	0156897509666	US	Santa Maria
Africa/Tunis	4996765040763	TN	Msaken
Europe/Brussels	2907488579166	BE	Denderleeuw
America/Costa_Rica	7609527837699	CR	San Rafael
Asia/Shanghai	6373886455306	CN	Huangshi
Europe/London	2499808707972	GB	Bushey
Africa/Casablanca	1673341493078	MA	Azrou
Pacific/Efate	4871615933627	VU	Port-Vila
America/Managua	5364068203144	NI	Somoto
America/Bogota	3592670292887	CO	Buenaventura
America/New_York	8778296811809	US	Sun City Center
Europe/Rome	8179018012281	IT	Afragola
Australia/Melbourne	9959321679796	AU	Frankston South
Africa/Algiers	4396855852007	DZ	El Achir
America/Port_of_Spain	3692736639042	TT	Port of Spain
Asia/Shanghai	5655752491818	CN	Guli
America/Puerto_Rico	4594650843446	PR	Aguadilla
America/Los_Angeles	9549430958822	US	Beaumont
Asia/Kolkata	4814551801117	IN	Kundla
Europe/Berlin	2477514916529	DE	Eppingen
Europe/Paris	4497968327960	FR	Marseille 11
America/Chicago	3707060160275	US	West Des Moines
Europe/Belgrade	5448787725771	RS	Negotin
America/New_York	8509207237377	US	Thomasville
Asia/Jakarta	2543845073368	ID	Kediri
Asia/Shanghai	8174798428925	CN	Dongdu
Asia/Dhaka	4508128726278	BD	Manikchari
Africa/Freetown	1113444927501	SL	Freetown
Indian/Antananarivo	3488859181540	MG	Ambatondrazaka
Africa/Lagos	0202172392819	NG	Biu
Europe/London	7768405441059	GB	Lymington
Asia/Kolkata	4171026457683	IN	Bhayandar
Asia/Shanghai	7008921274961	CN	Hushitai
Europe/Zaporozhye	4325227705559	UA	Polohy
Asia/Kolkata	9360458694598	IN	Dombivli
America/Mexico_City	7680853779211	MX	Zacoalco de Torres
America/Mexico_City	6052836349314	MX	Oaxaca
Asia/Kolkata	6533899551741	IN	Kangayam
Asia/Tokyo	5671729651900	JP	Nayoro
Asia/Bangkok	7863818031115	TH	Thap Than
Europe/London	6190035107790	GB	Thetford
Europe/Minsk	2566443861298	BY	Dobrush
Asia/Bangkok	9946463051061	TH	Damnoen Saduak
Europe/Madrid	1513224727152	ES	el Camp de l'Arpa del Clot
America/Merida	4786446647486	MX	Progreso
America/Matamoros	7679983702633	MX	Heroica Matamoros
Africa/Casablanca	4025121064645	MA	Temara
Asia/Shanghai	3958431949245	CN	Shuangcheng
Europe/Amsterdam	3805442621465	NL	Emmeloord
America/Chicago	7382717602207	US	Bourbonnais
Asia/Karachi	6350207994263	PK	Mianwali
Asia/Karachi	2192857603911	PK	Kanganpur
America/Argentina/Cordoba	5897949838215	AR	Esperanza
Asia/Jakarta	4079121998738	ID	Sukabumi
America/New_York	7236651462710	US	Cypress Hills
Africa/Gaborone	7447083395839	BW	Tonota
America/New_York	3365477622641	US	Sicklerville
Africa/Abidjan	2738658353367	CI	Bonoua
America/Caracas	8280209722947	VE	La Victoria
Indian/Antananarivo	8562569571015	MG	Ambatondrazaka
Asia/Shanghai	2102960177254	CN	Zaozhuang
Asia/Karachi	1400612052036	PK	Hasilpur
Asia/Kolkata	1549629664310	IN	Pujali
Europe/Rome	2880311663532	IT	Ventimiglia
America/Los_Angeles	3412487279461	US	Lompoc
Asia/Damascus	3157524050022	SY	Binnish
Europe/Rome	7392048699425	IT	Ventimiglia
America/New_York	1438287120316	US	Mechanicsville
Europe/Istanbul	1091510421323	TR	Mudanya
Asia/Shanghai	9674669457270	CN	Haicheng
Asia/Manila	4767628485539	PH	Talisay
Asia/Kolkata	5101276251679	IN	Pilkhua
Asia/Makassar	4875942427576	ID	Tarakan
Asia/Kolkata	3209561186711	IN	Pilkhua
Europe/Berlin	1171450996553	DE	Halstenbek
America/Sao_Paulo	9020587887871	BR	Caldas Novas
Asia/Kolkata	3863664440127	IN	Hungund
America/Los_Angeles	9422980089706	US	Palm Desert
Europe/Berlin	0128645433561	DE	Oschatz
Europe/Kiev	1180644787273	UA	Voznesensk
America/Santiago	7476136453349	CL	La Ligua
America/Lima	8367856896938	PE	Iquitos
Asia/Tokyo	4014117554796	JP	Ueno-ebisumachi
Africa/Dar_es_Salaam	0583982597688	TZ	Mvomero
America/Santiago	9921414502779	CL	La Ligua
Europe/London	9237347992434	GB	Great Wyrley
Europe/Zagreb	6782191879125	HR	Split
Europe/Andorra	4099898454473	AD	les Escaldes
America/Bahia	6803445534871	BR	Rio Real
Europe/Rome	6382651807486	IT	Cordenons
America/New_York	5546253452234	US	Mechanicsville
Asia/Kolkata	8086371989771	IN	Dalsingh Sarai
America/Jamaica	0297640959915	JM	New Kingston
Europe/Rome	6668505992691	IT	Agrigento
Europe/Warsaw	8924197247166	PL	Ustka
America/Chicago	2803917966692	US	Brentwood Estates
Asia/Kuching	0793577705378	MY	Donggongon
Europe/Brussels	0596151794528	BE	Lille
Asia/Kuala_Lumpur	2009624647286	MY	Kulai
Africa/Johannesburg	4116542835843	ZA	Mokopane
Asia/Baku	7125581006852	AZ	Qazax
Europe/Rome	6180939661016	IT	Gorgonzola
America/Santiago	8790619828462	CL	San Bernardo
Asia/Dhaka	6309779341517	BD	Manikchari
Europe/Moscow	0468037143068	RU	Valday
Asia/Manila	3385467354932	PH	Burgos
Asia/Bangkok	7955243171266	TH	Nakhon Si Thammarat
Europe/London	0297768377257	GB	Blackpool
America/New_York	9645452931536	US	Boston
Europe/Stockholm	0806683380428	SE	Boo
Asia/Shanghai	5675665859901	CN	Wacheng
America/Halifax	3972620607549	CA	Charlottetown
Europe/Amsterdam	4659100283446	NL	Barneveld
America/Mexico_City	2810175829911	MX	Contla
America/Chicago	2865351221461	US	South Lawndale
Asia/Shanghai	1609608472258	CN	Liaoyang
Europe/Zaporozhye	2889174160264	UA	Svatove
Asia/Kuala_Lumpur	2423801453420	MY	Batu Feringgi
Africa/Tripoli	8901865167988	LY	Ghat
America/Argentina/Cordoba	0691110607533	AR	Esperanza
Europe/Skopje	9614830382956	MK	Saraj
Asia/Karachi	7402644769320	PK	Alipur
Europe/Berlin	7460495735888	DE	Stuttgart
America/Los_Angeles	5563806469259	US	South Whittier
America/New_York	1017731559966	US	Cypress Hills
Asia/Bishkek	8998008008581	KG	Jalal-Abad
Africa/Luanda	6901880336224	AO	Luena
Asia/Tokyo	6753609047214	JP	Suzaka
America/New_York	7198926704256	US	Taunton
Europe/Copenhagen	1729657451735	DK	Frederiksberg
Asia/Tashkent	4563719147542	UZ	Andijon
Asia/Manila	3055482543788	PH	Talisay
Europe/London	2633654216398	GB	Westbury
America/Chicago	7250452334472	US	Fairview Heights
America/Chicago	0599852307783	US	Brentwood Estates
America/Chicago	2443755598336	US	San Juan
Asia/Yangon	2209418310383	MM	Kyaikto
America/Chicago	1447602970956	US	Jackson
Asia/Karachi	7082575893426	PK	Sangla Hill
Africa/Gaborone	3865538050692	BW	Tonota
America/Chicago	8157001308702	US	Schererville
Asia/Kolkata	5030539430295	IN	Puducherry
Europe/Berlin	0979684494019	DE	Verl
Europe/Moscow	0163516965727	RU	Kovylkino
Europe/Madrid	8713931984623	ES	Reus
Asia/Shanghai	1784001040409	CN	Shaowu
Asia/Jakarta	2494306038221	ID	Simpang
Europe/London	2144189251506	GB	Penzance
America/Sao_Paulo	4364194738429	BR	Esmeraldas
Africa/Dar_es_Salaam	7361335418711	TZ	Nyangao
Africa/Algiers	3963381422243	DZ	Cheraga
America/Los_Angeles	9128309027861	US	Riverbank
Africa/Algiers	8127445985463	DZ	Frenda
Africa/Algiers	1177291625669	DZ	Bordj Zemoura
Europe/Madrid	9407565353960	ES	Puertollano
America/Los_Angeles	4194841898844	US	Troutdale
Europe/Berlin	3353498941476	DE	Karben
Asia/Aden	0515040774311	YE	Ataq
America/Puerto_Rico	4638498365460	PR	Aguadilla
America/Tegucigalpa	8667616239266	HN	Olanchito
America/Los_Angeles	6444486392190	US	Laguna Niguel
America/Caracas	5049717023075	VE	Barinas
Europe/London	5995946055861	GB	Rutherglen
Australia/Sydney	2189447388822	AU	Griffith
America/Sao_Paulo	5254549459392	BR	Carlos Barbosa
Asia/Karachi	4611968240641	PK	Alipur
Africa/Libreville	5466029004453	GA	Franceville
Asia/Tokyo	2078901133408	JP	Shinshiro
Asia/Kolkata	3754959564003	IN	Bhayandar
America/Los_Angeles	6944531906490	US	Visitacion Valley
America/Sao_Paulo	1534377769929	BR	Buri
America/Los_Angeles	4180053165621	US	Bryn Mawr-Skyway
America/New_York	0911405568852	US	Nutley
Europe/Rome	1735856791732	IT	Ragusa
America/New_York	8212453283851	US	New Canaan
America/Los_Angeles	0722279998023	US	Kent
America/Los_Angeles	6406467085767	US	Davis
America/New_York	1957212004649	US	Newburgh
Europe/Istanbul	7212166750801	TR	Mudanya
Asia/Shanghai	9687689507634	CN	Heyuan
Europe/Skopje	7598075150506	MK	Bogovinje
Asia/Kolkata	4251085030871	IN	Davangere
America/Caracas	3408346578653	VE	La Victoria
Asia/Shanghai	9416574142540	CN	Longgang
Europe/Paris	2668920362561	FR	Le Chesnay
America/Los_Angeles	0071826329958	US	Glendale
Europe/Skopje	4449027925167	MK	Bogovinje
Europe/Rome	9494829070435	IT	Villabate
Asia/Shanghai	0032614324647	CN	Taozhuang
America/Mexico_City	3860122183640	MX	Jocotepec
Africa/Kinshasa	6812847260318	CD	Kasangulu
Australia/Brisbane	5089181631130	AU	Maryborough
Europe/London	7572510367742	GB	Southsea
Asia/Tokyo	7555127160821	JP	Suzaka
Europe/London	9400387065790	GB	Mexborough
Asia/Seoul	9223846965055	KR	Hongseong
America/La_Paz	5249222556338	BO	Tupiza
Europe/London	4461548697484	GB	East Dereham
Africa/Accra	6700710366789	GH	Tarkwa
Asia/Kolkata	7347295009244	IN	Supaul
Europe/Kiev	5823050577965	UA	Shepetivka
America/Bogota	7070975255241	CO	El Copey
Asia/Shanghai	2116935122736	CN	Xiangtan
Asia/Karachi	6664093259932	PK	Fazilpur
Asia/Dili	6489580170640	TL	Maliana
Africa/Algiers	4609879364907	DZ	Messaad
America/Chicago	1615698318918	US	Ada
Africa/Kampala	2038560288994	UG	Paidha
Europe/Madrid	0565902855870	ES	Novelda
Australia/Sydney	9714748509879	AU	Nowra
Asia/Manila	1315240996419	PH	Santa Catalina
Europe/Rome	9979917315242	IT	Agrigento
Asia/Manila	9442465827135	PH	Guyong
America/Toronto	1089439839107	CA	Markham
America/New_York	6272406276585	US	Norwalk
Indian/Antananarivo	8867510595226	MG	Sakaraha
Africa/Lubumbashi	3944270324756	CD	Kamina
Africa/Casablanca	4537754358867	MA	Temara
America/Glace_Bay	6269671274583	CA	Sydney
Europe/London	8961730593762	GB	Chapletown
America/Los_Angeles	5989836352178	US	American Canyon
Indian/Antananarivo	0562843273350	MG	Ambatondrazaka
Asia/Jakarta	2700082685864	ID	Cibinong
America/Sao_Paulo	9624008635562	BR	Santa Gertrudes
Europe/Moscow	7810753907159	RU	Petrozavodsk
America/Los_Angeles	2530071761961	US	Pahrump
Indian/Antananarivo	7272266888378	MG	Antanifotsy
America/New_York	9241309197720	US	West Chester
Africa/Lagos	7909399603102	NG	Kafanchan
Asia/Jakarta	2592764580761	ID	Tebingtinggi
Africa/Algiers	2783629978940	DZ	Bordj Zemoura
Europe/Paris	2546906980001	FR	Saint-Genis-Laval
Europe/Amsterdam	9536967098657	NL	Schiebroek
Asia/Kolkata	3498640499754	IN	Kundla
America/Toronto	1503211725711	CA	Dorval
Europe/London	1910752817889	GB	Great Wyrley
America/New_York	2564488972351	US	Bon Air
Europe/Rome	2825838279026	IT	Novara
America/Mexico_City	4370161381666	MX	Salvatierra
Africa/Accra	6088213634148	GH	Mampong
Europe/Kiev	6767303568098	UA	Voznesensk
America/Argentina/Buenos_Aires	7529222714326	AR	Chacabuco
America/New_York	2443891124130	US	Kensington
Asia/Seoul	0827552809611	KR	Eisen
Europe/Skopje	7340838756377	MK	Saraj
Africa/Algiers	8504906843393	DZ	Beni Douala
America/Tegucigalpa	2401226234114	HN	Olanchito
Europe/Prague	0633557392252	CZ	Karlovy Vary
America/Sao_Paulo	6768077980383	BR	Palmeira
America/Los_Angeles	9510889573898	US	Norco
Europe/Dublin	4421576405123	IE	Athlone
Asia/Shanghai	1498227285154	CN	Yingkou
Africa/Lagos	7248302212636	NG	Biu
America/Puerto_Rico	2249207858108	PR	Yauco
Asia/Shanghai	8599989084931	CN	Yingkou
America/Havana	2372454778162	CU	Media Luna
Europe/Berlin	3230463785696	DE	Korschenbroich
Asia/Baku	7377431683762	AZ	Astara
Europe/Paris	3955210737093	FR	Vienne
America/New_York	9251446994113	US	Front Royal
Africa/Accra	4293585517261	GH	Mampong
America/New_York	2561346579554	US	Stockbridge
Europe/Istanbul	3055216564744	TR	Aksaray
America/El_Salvador	9940367333209	SV	Sonzacate
Europe/Madrid	2532424569323	ES	el Camp de l'Arpa del Clot
Asia/Shanghai	3780788373684	CN	Sishui
Europe/Berlin	6982784336725	DE	Hechingen
America/Chicago	7453101684977	US	Brentwood Estates
Asia/Jakarta	2087971585246	ID	Muncar
America/Chicago	5295634217695	US	Coralville
Asia/Kolkata	3020496774015	IN	Gariadhar
America/Los_Angeles	5117647506965	US	Opportunity
America/New_York	2593946643113	US	Yonkers
Asia/Manila	3290256679274	PH	Baliuag
Asia/Kolkata	9689549563835	IN	Sambalpur
Asia/Samarkand	3597551782648	UZ	Jizzax
Africa/Lagos	9029192328113	NG	Olupona
Asia/Manila	1882949984264	PH	Talisay
America/Sao_Paulo	4400695481683	BR	Iturama
America/Sao_Paulo	0251607539275	BR	Iturama
America/Sao_Paulo	4980472649906	BR	Pato Branco
Asia/Manila	0648124052248	PH	Naga
America/Manaus	9860123192942	BR	Itacoatiara
Europe/Paris	3515173244313	FR	Elbeuf
Asia/Shanghai	9928637749547	CN	Jiangyan
Asia/Kolkata	6662129479781	IN	Meerut
Europe/Rome	2531425890665	IT	Castelfranco Emilia
Europe/Moscow	5385350008254	RU	Yablonovskiy
Europe/Paris	6355805718877	FR	Herblay
America/Denver	5384484751753	US	Ken Caryl
Asia/Colombo	7577995002379	LK	Hendala
Europe/Berlin	5819188695855	DE	Eppingen
America/New_York	5831537300432	US	East Haven
Europe/Moscow	2922222107306	RU	Nizhniy Lomov
Europe/Moscow	1230867034453	RU	Solntsevo
Europe/Berlin	0382953713276	DE	Schleswig
Australia/Melbourne	4230981893742	AU	Carnegie
America/Bogota	9841479852445	CO	Honda
America/Costa_Rica	1213685675336	CR	Liberia
Europe/Lisbon	6371823080567	PT	Carnaxide
America/New_York	3550644648054	US	Rutland
America/Chicago	7537124814792	US	Brenham
Asia/Shanghai	5803498194580	CN	Dongdu
America/Mexico_City	7053395952419	MX	Tuxtla
Europe/Madrid	7722404949374	ES	Villaquilambre
Pacific/Honolulu	8158258910885	US	Kahului
America/New_York	9172088897795	US	Sicklerville
Europe/Belgrade	2102414551029	RS	Negotin
Europe/Brussels	9503711489269	BE	Beveren
Europe/Berlin	6541367252649	DE	Ehingen
America/New_York	9417090639781	US	Chillum
Europe/Berlin	1272772193832	DE	Marburg an der Lahn
Europe/Paris	3287519096541	FR	Elbeuf
America/Santiago	3484651613807	CL	San Bernardo
America/Detroit	9791943948115	US	Port Huron
America/Sao_Paulo	0506589651430	BR	Esmeraldas
Atlantic/Canary	2162590241480	ES	Maspalomas
Europe/London	4658801963930	GB	Mexborough
Asia/Yekaterinburg	3405659835091	RU	Izluchinsk
Pacific/Efate	9478810191217	VU	Port-Vila
America/Los_Angeles	9666139981903	US	South Whittier
Asia/Kolkata	3040865841162	IN	Elamanchili
Asia/Kolkata	4663445959652	IN	Uran
Europe/London	5278088445746	GB	Kingston upon Hull
Africa/Dar_es_Salaam	3631919093271	TZ	Mvomero
America/Los_Angeles	7086695932171	US	Aloha
Asia/Kolkata	0436367119381	IN	Leteri
Asia/Tokyo	4782322210737	JP	Inawashiro
Asia/Kolkata	8138312906801	IN	Madhipura
Asia/Yekaterinburg	7845124470925	RU	Ozersk
Africa/Dar_es_Salaam	4169676350249	TZ	Mvomero
America/New_York	9751043304037	US	Leland
Europe/Brussels	5424921125010	BE	Wevelgem
America/Toronto	4335771325264	CA	Markham
America/Lima	0108602866588	PE	Yunguyo
America/Fortaleza	5830730502384	BR	Barras
Asia/Tehran	0518769078876	IR	Shahre Jadide Andisheh
Europe/Samara	8591091397725	RU	Otradnyy
Europe/Moscow	4446699775854	RU	Gavrilov-Yam
America/Menominee	2825075390072	US	Iron River
Asia/Tehran	4120504099396	IR	Shahre Jadide Andisheh
Asia/Manila	3875735531191	PH	La Trinidad
Europe/Rome	7563714664508	IT	Somma Vesuviana
Asia/Kolkata	9324691293376	IN	Meerut
Europe/London	5753009873179	GB	Kingston upon Hull
Europe/Rome	0776322689673	IT	San Giuliano Milanese
Asia/Kuala_Lumpur	8710138820839	MY	Kampung Ayer Molek
America/Puerto_Rico	8780701040346	PR	Yauco
Asia/Shanghai	4174827445347	CN	Shaowu
Europe/Zurich	4209793523765	CH	Onex
Europe/Berlin	4921141029490	DE	Nidderau
Asia/Yekaterinburg	5868149670844	RU	Tavda
Asia/Manila	9178863024837	PH	Burgos
America/Martinique	8179238716778	MQ	Le Robert
America/Manaus	2621131193980	BR	Itacoatiara
Australia/Melbourne	3203961826086	AU	Carnegie
America/Bogota	9647581258379	CO	Honda
America/Port-au-Prince	5492041849758	HT	Thomazeau
Asia/Kolkata	5823541167729	IN	Rangia
America/Los_Angeles	3511123593166	US	Santa Maria
Europe/Berlin	6886346254741	DE	Kirchlengern
America/Chicago	7081583430197	US	Westchester
Asia/Krasnoyarsk	3825111053595	RU	Lesosibirsk
Europe/Vienna	0740113172408	AT	Floridsdorf
Africa/Casablanca	7784836303865	MA	Oulmes
America/Chicago	5128404425221	US	Schererville
Europe/Paris	4539340609988	FR	Le Chesnay
America/Santiago	5146824515490	CL	Ovalle
America/Sao_Paulo	4991744334413	BR	Viradouro
Europe/Berlin	7775599901672	DE	Charlottenburg-Nord
Asia/Kolkata	7235717379726	IN	Dalsingh Sarai
Europe/Madrid	6695882582597	ES	Caravaca
America/Lima	5843041742011	PE	Iquitos
Africa/Dar_es_Salaam	1552815516102	TZ	Mvomero
Asia/Shanghai	1469636773860	CN	Taozhuang
Europe/Moscow	1498787570691	RU	Solntsevo
America/New_York	5715528769319	US	Woodbridge
Europe/Rome	3270285595905	IT	Agrigento
Europe/Berlin	0139781354375	DE	Wesseling
America/Santo_Domingo	4106814384612	DO	Santa Cruz de Barahona
Asia/Seoul	3792295330012	KR	Hongseong
America/Chicago	6475304632839	US	Abilene
Asia/Kolkata	8008809204553	IN	Patti
Europe/London	3979319534575	GB	Lower Earley
America/Bahia	6196164392847	BR	Canavieiras
America/Sao_Paulo	1503047646341	BR	Itabirito
Asia/Kuching	7313646679787	MY	Donggongon
Africa/Windhoek	2953468060018	NA	Okahandja
America/Mexico_City	6739680184178	MX	Tuxtla
Asia/Kolkata	6383829563265	IN	Talipparamba
Asia/Kabul	3839923907052	AF	Sar-e Pul
America/Chicago	1277304717968	US	Greenville
Europe/Paris	3710434033129	FR	Elbeuf
Australia/Perth	7224649729846	AU	Willetton
Asia/Yekaterinburg	9148767569802	RU	Izluchinsk
Asia/Yekaterinburg	9148427802683	RU	Ozersk
America/Costa_Rica	6048183881065	CR	Liberia
Asia/Tbilisi	3421736477190	GE	Kobuleti
Europe/Rome	2770431179580	IT	Lanciano
Australia/Sydney	0328575418731	AU	Eastwood
Asia/Kolkata	7299043863311	IN	Lal Bahadur Nagar
Europe/Moscow	8608139324589	RU	Kovylkino
Asia/Yekaterinburg	9158324564980	RU	Ozersk
Asia/Shanghai	0027306670386	CN	Longgang
Asia/Ho_Chi_Minh	8825964789196	VN	Sa Dec
Asia/Jakarta	6104411557222	ID	Pekanbaru
America/Mexico_City	4458722811118	MX	Teziutlan
Africa/Algiers	3368277869209	DZ	Beni Douala
America/Mexico_City	7013360077059	MX	Acayucan
America/New_York	8165627879865	US	Scarsdale
Asia/Yekaterinburg	8785529764658	RU	Ozersk
America/Chicago	7261077522199	US	Palestine
America/New_York	5265536084350	US	Bridgeport
Asia/Aden	2706494042806	YE	Ataq
Europe/Paris	5621658594076	FR	Quimper
America/Sao_Paulo	8739873375091	BR	Santa Gertrudes
Europe/Paris	0216949447664	FR	Bobigny
Asia/Tehran	6651622986520	IR	Shahre Jadide Andisheh
